3.25364701766, -10.5829259027, 0, 1
3.234367252, 87.091857051, 1, 0
2.51565548433, -10.5829259027, 0, 1
2.7950556357, 55.6584293732, 1, 0
2.86227500182, -10.5829259027, 0, 1
4.380194622, 129.151553156, 1, 0
3.01928096488, -10.5829259027, 0, 1
1.8046913752, 26.2982489423, 1, 0
1.78303310824, -10.5829259027, 0, 1
1.92584537558, 64.4198001481, 1, 0
2.71351045577, -10.5829259027, 0, 1
4.52791762084, 144.148858393, 1, 0
1.47750343128, -10.5829259027, 0, 1
2.90121290555, 53.1065484777, 1, 0
4.84894648231, -10.5829259027, 0, 1
1.65550285836, 37.0298429614, 1, 0
3.12926402163, -10.5829259027, 0, 1
1.45436739092, 57.7585419299, 1, 0
1.75581703042, -10.5829259027, 0, 1
4.54610051429, 112.06101165, 1, 0
4.98183223768, -10.5829259027, 0, 1
4.59441335245, 152.559770436, 1, 0
1.47714979862, -10.5829259027, 0, 1
1.61712638363, 58.665995534, 1, 0
3.49037386905, -10.5829259027, 0, 1
4.97293746582, 155.125024488, 1, 0
1.08095500708, -10.5829259027, 0, 1
4.73624940743, 120.330911129, 1, 0
2.96576419211, -10.5829259027, 0, 1
3.6187131034, 69.6808664014, 1, 0
1.38334109379, -10.5829259027, 0, 1
4.28993654644, 95.54547041, 1, 0
1.16933983529, -10.5829259027, 0, 1
1.76987406091, 55.7009449595, 1, 0
4.09057378814, -10.5829259027, 0, 1
1.42294659481, 59.8716055148, 1, 0
1.9666025205, -10.5829259027, 0, 1
4.64243406722, 132.283946851, 1, 0
3.97087767934, -10.5829259027, 0, 1
3.10485905067, 83.7937100465, 1, 0
2.37166178848, -10.5829259027, 0, 1
2.96443040303, 90.1528732538, 1, 0
4.87566050527, -10.5829259027, 0, 1
2.14265919594, 68.1353536137, 1, 0
2.8673831916, -10.5829259027, 0, 1
2.28821377618, 57.1847382146, 1, 0
1.34413111687, -10.5829259027, 0, 1
1.16169163935, 47.5437454024, 1, 0
1.04061268235, -10.5829259027, 0, 1
4.0958409143, 99.8495387443, 1, 0
2.83871697206, -10.5829259027, 0, 1
4.15379968589, 130.439694722, 1, 0
1.50977712161, -10.5829259027, 0, 1
4.5843176164, 133.082272079, 1, 0
3.31399636184, -10.5829259027, 0, 1
3.70966063246, 83.1503536816, 1, 0
1.44273743332, -10.5829259027, 0, 1
3.86385889392, 76.4158205256, 1, 0
2.71818415596, -10.5829259027, 0, 1
4.44625660475, 129.195526409, 1, 0
4.29731117051, -10.5829259027, 0, 1
2.14091987707, 47.4135193014, 1, 0
